nr,product,producer,person,reviewDate,title,text,language,rating1,rating2,rating3,rating4,publisher,publishDate
77,8,1,5,2007-08-03,'reconstituted materializes allocating puberties epiphenomenon excoriations refilled','dinettes augustinian hayers teazled fanciest hurraying weatherbound eudaemons uncircumstantialy jaunting scatophagous extraneously disturbingly monkshoods caroming stagers sleaziness clienteles noninflammatory tureen lectured partiality madeiras coalers lessens swivels magnanimousness decennia sweepstakes effluences unevenest corruptibilities bruisers instrumentary pipage tepidness dimes smooches nobbles worthlessly pipings egregiousness astroid rarely resins carminatives rostral amerinds unrhymed vaster suffixed disembodied affectedness paxes tarnishing embezzlers halls biomicroscopies uncontrolled rebuses prettifier operational bating roosters cinching illegalized unincumbered pungencies cerebrovascular spacewalks reemployment begetter lakers smoothest infold confluences evasiveness crosscuts stubbliest daturas slopers wildest outdistances sociological overcritical piteousness precalculation valse characteristics timpanums reframe impeachable normalize desegregates hackled flatboats creditably buffaloing lavishes palliates hellboxes controverts relieves latests glimpsed lakier prophylactically pardonable malapropisms boatel shiksas dated switched passings spurns maculate nonconflicting tipped doughiest hereon entreats harpsichords nucleonics affirmations voidable thumbtack decrescendos misshaped manubriums borstals rationalizers bloodstones ampoule scapegoatism pocketed caseworker sweepiest wellholes raptured cutoffs awed alliteratively naphtha feudist','es',-1,-1,-1,1,1,2008-06-15
78,9,1,5,2007-12-04,'footworn forms nonflammable abator editorialize skinhead ekistics rebate flashier pressing','breedings silences respirating litterateurs equivalences addles joes likeness leaseholders assuagement triplicated burgundies anticyclones legendarily darers reenlisting sinistrally tasselling ascetically yashmaks urolith pelletizing roamed obliterative pockier bookman breadstuffs queerly fleshly brandishes insurgency ghosts unturned workless schismatically munched circumcised temporizing chemicals misquotes deferrer latents ingraft rampancies glyptics ultrastructure homonymies forelands wiglet malfunctions unobserved intellects cerises pretest stepdaughters oceanologist flemishes cockhorse aleatory hymnody convertibles nullifying rotated squawkers challengers fatted indolence importuned mellowness hockshops vacating scuttler damsels aidful slobbery aryan sluttishness ambles bullweed defaces sauteing severer dolomites towpaths bedamned codex diminutions appropriateness safeguarded hornbook supremeness layerings audits logrolling intellectuals yogini sestines lores recombed gossipy algicide specifier strikebreaking statutorily gleba stagger chining stymieing pouter semitrailer demurrers splaying','es',8,5,2,1,1,2008-03-26
79,7,1,5,2007-09-01,'hectometers dribbler defective billable ultrafiches insusceptible groundlings scintillometer retransmitting togged coequality ejaculated aeriest','actuaries bondless cubicity legends involvements invocational transactional mollies rapper unstabler slugfest scandalize chumping plunging allaying dognapers hermaphrodite socketed assailants ichor tremblier officiants vernalizing squelcher fencers waverers eyehook callback silversmiths maladapted reactivity dismally flexed brunched seasonableness brooklet philtres dottily noninstitutional drollery overmagnifying fends hellene muskiest cordilleras racialists reglazes eyer turbofans retranslate ridable superseding semipros convoluting kinship procrastination anatase uncircumcised rubes tended pebbles sideswiping indenting bezils smoothens navigation wharfages nebulizes vesicle automatically drawer polyphonic marginally adenoidal aspirators broiling indefensibility carousals ghat appetizer catboat unctuous yammer concreteness postures waddies compendiums lurcher chaises canalling registries returns sultana musketeers selection recuperates carillonneurs elapsing applicants primo stubbled resectabilities smalls unseated repeatedly dinkiest untraveled cohabitant deponents referencing terraces impoverished beerier quetzals disillusionment envisage parches succulents neuropsychiatry maidenheads bechamels denims hookas truckler overpass wolfram camouflaged regales hup keratomas preprints declarer communalization islet isoclines','es',1,6,2,10,1,2007-10-28
80,5,1,5,2008-05-12,'individualizes clearer invalidates nimbused sculleries gearshift agency tougher bandaging dozing preselect lamias dismaler microtome','roomed mutualism craved derringers wardship sufferers ports deviators forelocks sicker unconvertible kilting womanliest jekyll indicating proportioning suburbias overrank splines spelunker multivariates senna yardbird cassavas parading moolahs nannies pedigreed renig broadlooms deflorescence discomforted disyoke throwaways dystrophic effloresced capitalizing embellished psychiatrically birdseeds legalized nonvascular discloses scleroid duckweed adjudicated shops herculeses plusses doziest aftermaths pushover parte geoducks campiest hematologies algicides','es',7,7,-1,3,1,2008-05-15
81,5,1,5,2008-02-22,'int dewool drowses blacklisted poetaster cavalrymen stodging concretely mononucleoses mandatee vendable','paraguayans convertibles peristaltically antiinflammatories owlets autobahnen besting shopkeepers expanding masterminded epizoa cabbala reeducates bootie looter halos dramas whiffle blueberries searchers admonishments woodnote preconcessions overgrowth relented forbids bridged saltcellars slatings babying retaliators metastases suicided humphing honkies clamoured overpay gladsomely poppas starching rhumba sophisticator matriculants puttying mislabeled notoriously presentiments wordprocessors chifforobe interchangeably conceited partitive skiis covalence coachers organs scantness photoluminescents balladeer tenses abdicated instrumenting graphically dislocates voce multifactorial satirists ballyhooed sissier bourrees proscriptions dialyze bucksaw autoregulatory kindles percussor sullied autophagy transactions dewclaws dissemination untempting preservers coiffes lousier zingiest thearchy adjurers sanctioner hogsheads prognosed incisory reunified deflation nighttimes jimsonweed tamales howlet hitchers journals troops jillion horal responses preoccupied venges languishing eyestone tractate paterfamilias enormities menstrual voicelessness birthmarks unimpeachability posits reverser thinnest folkmoots jesuitry tarred summerly priceless noncausally bushwack brutalizing galumphed barbarized shepherded humoral feminize metricized manitou gloxinias plagiaristic emended mutilation proselytizers solenoidal contacting paths learnable arduousness godhoods velour accepted pleasured chromizes psychosexually crossings submiss damagingly supplying afflux trips jailbreaker lumberyard retranslation twitted presenter pineal bobsled unpersuaded outswimming misdirecting lantana loquaciously dibblers sterilizing listenings hewed reacting gravely dressmaker investors atelier faerie probating opting','es',4,8,8,7,1,2008-05-09
82,6,1,5,2007-07-06,'rechristening indemnificator waterily famishes contradictive gemologists boll muskily','betterment sightliest praxises reportable interpreter vivified mislaying dispenses containment felons cheque halibuts rededicated deoxygenate discountable apricots parlors interlace physicals analysands thesauri colonials avoidable bulbar unconsidered reattachment lateraled eulogizing circumscribes cushioning fingerboards gussies borated dingus incorrigibleness hombre reradiated representatives vermuth unreported puppetry resharpens tenty jigsawn chronometer triarchy undemonstrable recapitalizes beeper selfless having pronunciations remeets gleaned recordership vinosity coconuts agedness skiddier smirch incurably alated infirmness repertorial hairsbreadth angering hydrotherapeutic dustup annuals fertilizable proboycott bridesmaids sharpshooter solarize cowling cornice mythologies cryosurgery distrusts pederasty farces wiled lucite measureless formality capitulator jugs sidetracked coextensively tacklings masslessness katakanas sharif leprosies astrodynamic tourneyed rendezvoused catalyzed lathered arrayed decasyllables kasha hotdogging primings cowing vulgarer compliments unchastities strafed arguments triodes blains staphylococcemic leeched skylarking fertilely baalisms inevitably analemmas caponization flavorsome undergarments stilettoes gravimetric parlays','es',3,3,-1,6,1,2008-01-27
83,5,1,5,2007-12-26,'buoyage unific shoplifts unswathing grizzles underproduces bluesmen phosphorescently tutrix truffles','wishing adjudicative saharan newtons wherry defies minibikes contrapuntal imbalmers grovelling intermarrying upholder chatter poky swatter plugs hiking instructors nymphal impactors befalling agaze battling wots plighted oilier flirtations conspires quaverer biremes rooters licitation standoffish hurdlers ceramist deb deliciousness suppurates simplification unfaithfulness nippily attractiveness acrylics nextdoor gores containerizes swiped mutation migration attractiveness commonalties acerbities mortarless palliations cunningest octogenarians debutant necrology streetwalking blain joyfully syndical sinology flatfeet bedevils finales survivals butyls unfavorably perceptibly groped saunterers mussier barometrograph unnourished circumstantiated transcripts radiosensitivity syphon condores crushable hyphens hatting tallyhos enjoin tinkering eruptives flattened raglans jerkiness damozels violins stomped unthinkable poliomyelitic rostra lineally pyx lousing explored alterant unmolested pedaling darkhaired scuttles lightings monogamist counteracting unmistakably radicalness peahen heartens pewits ryegrass maypoles locknuts trucklers poller imponderably skinless hopers flenches bewildering clobbered urbanely brahmin harebrained chidingly biomes aerometer subregions operational prostyles censing lallygagged blinking boldfacing tradeable enamelware toothy oxygenic reglazed ekes inflammations fiestas avionics spinsterhood vainness instinctive','es',7,2,-1,1,1,2008-06-11
84,7,1,5,2007-12-22,'sovietizing disinformation alright muckworms prebend encyclical unpolitic wriggly hedgy elkhound duplicates indents surrealism clipt','perverted quavered vindictively relaxers jumpiest snottily afforests soothly hypertrophic unnerving unimpressive payed psychometries daimyo quarterings foreshown estivating overstimulating magnets polemical heathiest suppliers autumns atomisms theorizing mights translation unbosomed epithets determinateness ladybug fivepins secreting emblazonment delivers seminated xanthoma cragsman repasting caudillo kulturs boards springed peremptorily cocomats fermentable redactors lacings chapping glacises eroding degrading romanticize protista nocturnally instrumental disagree sailing mortifies unforgivable incog bandages carryout assyrian magnetisms inclusions stays incog cached exactor porches bottoming lactations sprightlier osculant xerophyte microphotograph preassigned macks statuses loginess smelliest rabbinates laxest hyphenating untangles antinovel guiltily midsts zithern mimetically fadable provocations quandaries acceptances nudger moneychangers vertigoes apologies terraced murexes twangiest superposition intriguers notching autogyro cardinals warmheartedly gaveling asserted putdowns strenuously transverses meshes cousins arranger diplomatically vilifies anodize friended squinty splintering entertainers dudes retracing megalomaniacs famishes flamingoes arith balconies propagators gloxinia sieging backstretches eeriest winnowed effectually pugilism bunkered landslid waxers accumulator incomprehensibleness lorry patrons vinos controllers wicker pullbacks finagler honeysuckles','es',10,3,-1,-1,1,2008-04-15
85,3,1,5,2007-12-09,'intermixes dandies futurologist privileging nervelessly typicalness alveolars jackknifes casking stipulation investigatable','algid levitates squarish burnets celeriac nondetachable yeas outweighs timings permissable procuration venoms squirter boodled tomahawk whiter immediately meow hernial rumrunning whoopers ahimsa sweetmeats autobiographers totters smatterings pleaser sweepings counselors strummer flannels lections breakables virtuosas steadier argal feminise groaners nucleating recooked planetologists republicans blunted barracks anonymously warsaws swigger smirkingly quitclaim rebilled dilapidation gurgling seawater vindicators ridiculed privileges sanitariums embalms bursarial kapoks comfy stubbliest preaching impecuniously unwontedly vestiges imminently unpressed minters antimilitarism peeped officially adjudicating obliquely palls gibbing inhalators seedily gemination overscrupulous anticly vamps hexose areolas prodigiously penknife manufacturers scroungier trillium pantomimists kingships malingered martialists sauceboxes coifs undecayed librettists bitted dependencies pettily downgraded complicated ochered burnouts overelaborate soothes blockades oryxes grouses liaisons pronouncedly intertwining hindquarters sorrowfulness multilateral featlier relights finalization pauperizing beddings fragility mineralizes clucking harmonizer symbolization flues revolutionaries stockier devolving embrocates legitimist zany checkouts sniggling starved undertaker laded griddled muncher roulettes nighter bigamized songwriters stager friendly intangibility','es',7,4,-1,-1,1,2008-05-12
86,8,1,5,2008-03-04,'complexest diagraph encamped skidoo metricized wilting authorize faithfuls dustheap swingiest flagrance unchastened','outleapt nubby caboose driftiest psychotics chromas narrows nostrum preposterousness ratters swimmable photograph opponents pulsers helots strettos hagiography ascorbate motivated prandial ever sloshy curtained closable relapsed underexposed millimeters reinter precociously managerially formulators incages inanity escalations ragas unallied inactivity slightness beachcombers misstep devolutive tyrannize unlearns detrains holes temperas clavierist server expressing recompression emblazonments philter wresters nonphysiological choler sluicy truncheon takable blitzkrieging tetrameters bays cento skydiving priapism bantering androids firearms divinely goys adroitest earphones nontraditionally hulkier terras sneakers unpenned unravelled clucked uploadable puffballs creditableness ostensibly actualize weaklings hinges saxhorn mordants richening measurement deadlines recompensive bicentenaries maturated queuing crispens uninterested sculls gombo rehardening abodes emblements braidings uneasiest waffled unofficially gulfier inlets narco piecers salacity cobwebbier reviler misdemeanors mens religionist figuring shiverers encased retouchable sugarier antidepressive favor sniffed straightly typefaces unprocessed odors milking cystectomies revolutionist tameable somberly','es',1,4,9,-1,1,2008-03-11
87,6,1,5,2007-07-31,'padding flappers redistricted macrostructural exercised relishing medalling','rhymers viands proser appal feedlot saltshaker arraigner distincter corsages jingoistic cardamoms fauve bipartition moderatos friarly gasworks examines bartisans darwinite sousing mandalas imperturbability soporifically lows denicotinize recriminated stumbles remixed brezhnev plumbing shockproof multiracial ostensibilities tallied subassociations nonenforcement humoral useless accidie pawing conveyancing discourteously cwt archiepiscopal cutest chromosomic luringly automates stodginess fundamentalism rebbe puddlers pinworm afterwards nonrepresentational incorrigibly disinclinations kebob relist tiled wining horrendously clutching exhausts virginium frostlike hoedown spindled creneled khats intromitter appeased croakers prosed completing stuccoes weirdoes periodontosis nighthawks poolroom orogeny espressos overlooks unawaked submittance vituperatively retinas unstudied neomorphs individualizes legits subcellular spaceflights alleger hoydening thunderstorms carrels calderas troppo orangeades maypole disclamatory rebinding subprovince paganist drifted zebraic vicarly twiggiest simpletons obviousness biofeedback admiralships commandeered tike manubrial defrosted splenification satyrid helping chortles unjointed maidish astroid docimasia elderly supertanker effective hiccough cleaners announcing','es',-1,1,-1,-1,1,2007-11-06
88,6,1,5,2008-03-03,'incaged jives undiscernibly maharaja enscrolls heartland spoonily antielectrons thereamong bedecking divisibility spinals snuffed hometowns hewed','erne sensoria misrule receding catabolizing ledgy maids faeries frankly effervescence virginals fortified bicycling saprophytic renovation ternate browser stauncher intensification homeopathically garbless fantast appearing rimrock gussies reinformed shipment hairsprings annatto southed contrivers timothies garbs episcopally reencounters tolerative cargos punctilious ejaculation sidling choline cognizer collecting occasionally flecky yuan promenader skunked aftertastes spoonbill benignantly sniffingly scrutinize dosser doggerels aligners hubbies disillusioned insincerely cruzeiros fubbing affirmable desecrates lienable savourer abattoir vervains preblessing sideslipped tussuck oblately nonconvergent simultaneously','es',8,-1,2,5,1,2008-05-30
89,3,1,6,2008-01-03,'queerness predesignate abbacy damneder blackjacks reties gaolers nightriders postfixed','clunks tiles meccas muslims milliammeter absentees gashouses spanned sprits gilders soapstones tapeline thallophytic resow arabs ultraviolet fertilities creeping unreturned cumulative bitte vulgarizations alienability vindicators flashbulbs aeon kryoliths rumples hydrozoan petitions victorias starlets sledging seines destroyers lodgeable potions animalistic plunges inclosing disgorged harpists hatracks bialy routinely interleaved endleaves freakily rheostatic depilated muskiness keepings remeasuring burse sleaziness fuller suspenses perigees heirship swooners heedlessly abhorrers frameworks ladders chomping relenting somas hailing unparalleled annunciations sellers tartaric dengue wheedlers foxings planing disbeliever sterilization tester angstroms gushed asphyxiator governments lickety kneeler ladlers zombi assessable hempweed foreskin tumults reproducer rubbishy supernatural anatase scummier windsock suspenders recovers triaxial salvoes swannery raftage lollygags townswoman duckweed spurries curator pithier kippers sameness sharks ratiocinated priorate yammerers tingling mischievously absurdities antiquarians overviolent rouble canadians woful autoimmunity cardiological incontrovertibly seashells prizefight polecats peons locoisms ugandans slowwitted blitzed reshuffling nitrocellulose impedes fletching','zh',-1,10,-1,-1,1,2008-06-02
90,5,1,6,2007-11-04,'debatable habitancies albinisms mittens aesthetics combining sideswipe infamies ergometer versatileness shoetrees scrips obediential racketed','inkhorn driers requites seiners reissued dighted intruder overgrowing amidship grimaces volcanologist inflating overtook chickasaws beautifully legitimately peccable skags whorehouse befooling sensating dickering cashbooks comparers belfries currish concrescent restack preferment occupations swindlers precedes dielectrics clarifications guzzles antipastos stranglers undrape plantains nonintoxicant assertion perturbational addictives deemphasizing yerbas knobbed postclassical traded tiresomeness demulcents ratability abstractedness reseeding knighthoods rekindling metaphorically rationalists fishtail exactor inculcating demotic vibrants flimsily dwindling precursory governability prefigured coalitioner euphemisms trotters intersexualities greatest enspheres metonym pouty eateries matts bootblack relics ricking reinduction insignias scribing leasable saggier tipsier ogrishly gormandized simonist baulkiest acquiescently sopping roughnecks dallier decapitate massaged cautioner punishers septet cyberneticists flexing iscariot covens uninspired schoolchildren meaners hydraulics gnotobiologies deleteriously militarizing enlarger variates chowtimes groaned bunchiest rodders acerbated brighteners crispers pharmacological fraus greeting grainfield flywheel rateably warper feloniously bigwig naphthalene countability superiorities adjusts usableness unfeigned nonracial xeroxing equalizes semiclassical plastrons regales fashionably ratiocinators betels unchaperoned ikebanas regroups bagsful stations epicenter footlessness nervously baulks biohazard elmy axils histamines dresser sashimi','zh',5,5,-1,8,1,2007-12-07
91,5,1,6,2007-11-26,'cluttering diagnoseable lawsuits polydactylies leadworks pineapples bumbling sporter smokiest flangers febrifuge murdering fennec monocrat','miscalls temps safeguarding survivals engulfing natureopathy bombardments sampled sediments stoops organophosphate granter recruitment tabletted alliable goitres honked littlish recessed pres payback gallowses canalized hoary eugenists patois disburser concaved testacy jeerers vulturous nonhabitable physiognomies affectedly loofah preadjustment skyey nonexistence repossession antimilitaristic guides testators melancholies fattiest practically bifurcated pledgers recite attitudinize madcaply vowelized sundries radiobroadcaster travelable vined alining dauntlessness executional monoxides metrically hippie recycled graftages backwaters brambliest remonetizing homely shams snobbishness jeweling demotic archaizes realigns milfoil reconfirmations caber compted stickiness patentable beamless spurries antitoxin unavoidably jewing cantos busing detrain selsyn sapping piggeries bathhouses safegaurds sciences mujik probationers shily fart grotesqueness kajeput snooty assistance fards drollery vinca uncertainly litigations headpin pretensions heavyweights planless temperament aussie sufficing oddments celeb wonky confections internalization apocynthion trois ratch pairings minors temporization ghastliness fakeries deprived nonhistoric dibbing neutered queening hypothecated stampeding continentally readd pouffs unreceptive','zh',-1,-1,9,-1,1,2007-12-12
92,2,1,6,2008-05-15,'handcrafted scintillations oscillations conceivably unsubtly undergirds cityward obtruder continuance dismantles sodded declamations','hora chigoe unrule envenomed scalpel darkles cyborgs warned forjudges trading micrograph sinologies greeny austerities kineses blubbering opportunistic manuevered slaughterers twitted villainies bimetal trimesters narcolepsies odiousness pontons usurps fecklessly sleetiest remembered albs delphiniums reprieved caddying squooshed conveniently massing individuated interplant mutagenesis bumbles arrowing disability formulates bolts passible timbal prologed waler wrecking worsened floatiest documenter taunts kulaks condores bursted talks noncombustibles catting remarker koppies tetotum beseems indecorously laboriously cankers biding beechen henpecking strategically unplanted galvanizer egises timpanist keltics tapioca sapphist xystus smokestacks doors lover defrocked penology restuffing bitty ceremonials obtrudes neckless beaked congestions chammies conning deism hookeys anglos inurn confidentiality sanctifier hunchback swivelled summable ramies antre selenous rigorously observably splayfoot travelogs geminations wired jills couths vulgarians scorchers solipsist phlegmiest copings puddling nonproduction inoculated adjusts captaincies intersession warner sleetier','zh',2,2,-1,-1,1,2008-05-24
93,5,1,6,2007-10-08,'garbling warper untransferred searchingly encephalogram whys handbooks droughty glassblower eyepoints skirled poverties','distinctiveness upstarts poundals towaways bedmakers cinching wetlands freehanded bioclimatologies xyloid sickles spellbinds irreducibilities plaintively ducts spinny cringer dissembled cathexis peristalsis graecizes studhorse remake basifier unskillfulness cordovans cotangents chisellers whiteheads paisleys assisting cobbled devastation throstles underofficials submission accessed chronically leaseholds contemplator indemnificator colorfully shaker heeled slaughterer piles beseeched preheat dissimulates reputedly polders brochette overindustrialize earplugs uncompartmentalizes precancelling pulques puts postmillennial biomicroscopies waterproofer backfire hulloes overbuying mss bobbies','zh',1,10,3,7,1,2008-06-02
94,5,1,6,2008-05-25,'spooling sicking playbooks radiographic twiners impishness twittery officiates dimensions frescoists engorgement adjudicature','tablecloths pailfuls stonishing bowler sensated woolskin casettes paraphrasing hypotenuses unrentable hairstylist subcontracts scholarship ladler raiser irately disesteem lasses stalkily styler zippier unpolarized laird bevelling embleming employs parsable streetwalker roarers nullification ostracized calipers greenthumbed brooking emotionalist moaned unkept engirds regionals jacobin echoed besmirching kilovolt unendurably freshener trickly reapplying foggiest cannings peristyles decompressed spiller semipro pasted inclosed shanteys liberalizes spiritualists arrayal nickelled stylets dished oklahoman institutionalist heehaw sophisticating defilement aerofoil denudate fraus upbraider upraisers divvied disreputable equations dogear linking strobes votable windrow decors difficulties unacademic cycads chitins adulator isostasy carnaubas matzo lentils foreigner pentadactylate nub weatherworn ideation imam ironweed empyreal axletrees pileate caponization carving bibliotherapist hinterlands inofficious fattily instrokes gads decently unproductively housebreaker crimpy copycats overthrowers millenniums accounters finagles inattentiveness entitling grabbier viceregents bearberries advancers capitalize daringness restraining recompute unbailable anchoresses microinstructions sacristans micrograms zincoid snorkeled weirdest abides noncom dubiety zucchettos nefariously garbing adulated embar ruefulness baubles ritualized loller repeats coercions snooped lilies purports rehearing exotically pennyroyals nativity unvaried cudgeler alertest careers overheating hotfooted ensnarling acerola protectorates','zh',8,3,1,5,1,2008-05-28
95,7,1,6,2008-06-05,'aridest pseudoephedrine filliped overseas tegument distorts woolman ruinate showoff merrymaker glittering violators netted drowns filterer','monthlies antinovel dumpcart worthlessness rescues desperados gibs complexional snarlier parve natatory peewits protractile undutifully reanalysis noumenal attachments canards stateswoman restamps corresponded mildened nonplussing deles menstruated sleeking dismays wearisomely dissimulated scholarship redecorates belabored travestied fissured interrelated slyer identifications abominated cannonade neurologized tubulate refires hangnail sleepless petits envisaging melder deftest trampoline gnawer declasse gabbiest mismatch toastmasters spouters iou stumper enervates defrocked regularly pollbook sublimed espalier librettos snooty','zh',-1,8,1,6,1,2008-06-09
96,8,1,6,2008-03-15,'calx pusses ballasts retrofired reclassifications notches queasiness maggots cooers tossing expirations goaled chams','brawns playhouses nonactives mannequins plateaued prospectively minorities universes petulantly redemonstrate kills discomposing premedical towerier confirmed hipped potentiality consents provisions gauzier joyousness reflux laughings earthed malodorousness bruits endangering openest soaker nightspots omnivore restraining pasting caramelizes delivering foxes lavalieres barques outgrew larums lankly hillbillies fervid boniest grippiest subdual chicanes unsighting erbiums brutes decontaminator misbehavers abbreviating buddies ribaldry derivations pietist wittier reconsecrated latinize tonsillectomies devilry pilaster mesmerizing nutritionists coalescence releasers stutterers fetters discipleship unflappably novas infanticidal princes crediting untitled trousseaux dampish tokenize cariole dishonored chiropodists eyebolt orthodoxies lockets woolies excommunicators','zh',5,-1,9,9,1,2008-04-06
97,3,1,6,2007-12-12,'manacle poster centralize decodes abjectness demonstrationists horsiest nonparametric runagates','uneasier sherberts alligators graces gambling oscilloscopes equines beans puddings expurgates submerged supplication premeditators amu lamaism gunslinger rumbaed modeller unfeelingly vasoconstrictor unstacks verdures awless skeeters tyrannically photojournalists yawps gendarme feathered technocracy underset semirespectability reaching churners trichlorethylene blackener spirochetes infertility blighties extends subjecting latitudinally pekingese raindrops muser hydrotherapeutics taxiways kipskins foresail lashed bedecked delusionist scrumptiousness jacketing fluffiest tentacular fantasists provers chunking staysails outstretched pursed osseously jibs preinserts suicidally unpuzzling metagalaxy bower coeducationally disdainfully lutenist daylong wended ladened apprehensiveness silliest slowly barbarizing huzza suppleness comradeship finnicky funiculus consecrator silentness influencing uncial cooper aeration aeons slotbacks duckier ruddle closemouthed pellucid vended notcher drivelers sniggeringly invitations prissier adults militarize mudfishes lavaliere remittal overconfidently nots prickling fledged lyingly unsaddle darwinians caudate releasible defrauders crests capillarity curbs mechanically deductive mistimes chinkiest woollier rejecters crispers gnomish examiners televisionally dozing ritzes dolours designer donatives plainer resolder plebiscite lateen kaleidoscopic inducing outsets distressing reinter internship duller unmingled guff spastically','zh',1,3,10,3,1,2008-03-29
98,5,1,6,2007-07-11,'bodings morphologically avianize laryngology bemusing faxes fieldmice hived irreparably telephotographed inartistically confederates','wafers crewels urethras constrictive transpires rehemmed universalizing redeveloping switching jokester cogitation register trickiest desalters razing brin starvelings nephritises cooler waggoners predigesting uploading obstructor occupiers neutrophils uraniums albatrosses professedly aport bogyman bulletproofs benumbed seafowls accoutrement microstates tripedal electronically paganist mutagenicities monthlies furor professors rely holeless reprogram shading lunkhead prater swobbed bacca blench undercurrent corroborations slatterns werewolves parities perambulations malayan uncondensed backstretches moralization ellipses quisling elands bowdlerize paisanos dinette depositional hemolyze jabbering shilled recognition realise hatched misalignment outliver numerators garroter enclosing skiffs fascination vertebrated replenishers rapports mesentery undersupply jetport conquerors wryness mystifies guardhouses aureola snapped mantas superseded hows firming mollification astronautics boundless informatively savoriness bigheaded dejected warmongers onside lettered marlinespike meads enchiladas penholder percipience reigns overdrive plausibility electrics rhonchi reciprocities undoubting ringed accedence percusses repapered reshipment wireways diodes bignesses mahjong vadis peskily joyfully villainously stylets priapic suspensions cleaned leaved precented hoarier superimposes darked reseals provider regressiveness marylanders intervarsity ars ovulation lightmindedness flageolets overpaying impostors peremptoriness splurged avenues acclaims elevations tabers enlivenments cyanogen displacing fakery assuagable funnelling kaput planers promenader natant redistributes smallest milieus zabaione meekness palates mountebank caesural calcimines avenges orangeade jackers quaveringly rejudges welfares governing polytheistic curter thanker botched unfortified coverers endbrain cellaret endorses antifascism snitches foodstuffs dropping preadapt','zh',-1,-1,6,-1,1,2007-10-28
99,1,1,6,2008-06-01,'pseudoprofessional situp nonfat prepay countermaid subunit suckled obsessors','aphasias engraves dependently subsonic surpriser teetotals frolickers adhering teslas coinsured bergh antimacassar humorer enframe kinged handwrites swishes ornaments colonizationist insphering falchion slices songfest beadrolls sulphates confluence inartistically subatomic intrudes adored calciums romanesque baal knickknacks reuse fleecy outstare preexposes shirrings sateens impersonally bezels greenbacks fortuitus attentively disavow beaconed knots hydraulics morganatic partiality regretter neuropath hysterias trustiest repels flattering strongyle redolent awardees bobbysoxer reformations interregnal takeovers gallanting inklings maisonettes aspens crumps pickings liquefactions centrums minister abuser anguished uncorking secretaryship axillae nitrators courser cavalrymen yesses puddled remeasuring nankeen canonise reaccustoms fieldleft haleness mutated spendthriftiness opaquing caricaturing rachitic nibbled thins dropsies bedazzling skilful ratiocinates whicker drilling sustained dreggish pas synchronize reinvolvement shores uninformed pulled telegraphers hydrothermally offered tything helistop osteotome counterbalanced glummest nighties gamer underbid papally uncharitableness legislatress whimsy conceptualizing tempuras flams swallowtails massedly interlaces narratives agons paroling achievable wabbles subgroups heisting antigens likeness meed inkers tartness tabbed pittance wallets analogousness implosions mayapples russets ontogenically apically whizzed amigas postmenstrual tushed macintoshes sidesplitting medicals recapped naif inverts soundproofing seditions woodiest decentralizes winiest competed archaeologist florins tranquilizes chalah vocalizing encountering sporule fruitcake','zh',3,7,9,-1,1,2008-06-03
100,5,1,6,2007-08-07,'infatuated depopulators profiting plougher irresolutely meshier clarion gonoph rawhides forego disabler annuls algorithms carrousel retrofiring','costumiers eczemas challengingly cupbearers drooling twitted tieclasp valvelet alternatingly transfusing poetizes consonantly surfer straighter bipartisanship dogsbody piggie unexplored skids xylophonists reckless expatriates howled coupled iodines transshipment sandpapering misbehaver treacle sexisms ascendent inflaters supes consensual furnished heptameter refold pluvially cosmonaut vociferousness republica catchpenny slacks stalkless understands diapason bereaves crees misadventure dreck backbitten gargler juans sentiently mawkishness defecter renovated refurnished loiterers jehad colonization gilts electuary rheums zucchinis samurais blacklist flatboats perishes underslung heavenlier yardsticks emptiers enshrouded astrologically polymers tartans stickup sacrosanctness preaches alacrities scrawlier involuntarily chromosomally defrauded insiders waterfowl ferrets cryotron noninformative antisepticizing ringdove clinkered finer doughier ghat limitlessly wrecked admonishes flambeaux retirement mayest stopper output avoidable dairymaids sequinned chinking forgeries acoustics enscrolls backfiring unobtrusive lucres proprietors warningly postulation candler drippier appreciations corves poky','zh',8,9,9,1,1,2008-04-26
